,City,Card_Type,Exp_Type,Gender,Amount,Year,Month
22953,"Lucknow, India",Signature,Food,M,298005.0,2014,May
22954,"Surat, India",Silver,Fuel,F,11388.0,2014,September
22955,"Pune, India",Gold,Grocery,F,60259.0,2015,February
22956,"Hyderabad, India",Silver,Fuel,F,270934.0,2014,December
22957,"Jaipur, India",Gold,Food,M,80005.0,2014,May
22958,"Jaipur, India",Silver,Food,F,56590.0,2014,April
22959,"Kanpur, India",Signature,Grocery,F,123711.0,2014,December
22960,"Kolkata, India",Signature,Fuel,M,262582.0,2014,April
22961,"Kolkata, India",Signature,Food,M,261500.0,2015,May
22962,"Hyderabad, India",Silver,Grocery,M,85493.0,2015,April
22963,"Chennai, India",Silver,Food,M,30670.0,2014,August
22964,"Lucknow, India",Silver,Fuel,F,112842.0,2015,May
22965,"Jaipur, India",Gold,Entertainment,F,298671.0,2014,May
22966,"Chennai, India",Signature,Grocery,F,94501.0,2015,February
22967,"Kanpur, India",Platinum,Entertainment,M,83557.0,2014,December
22968,"Kolkata, India",Signature,Food,F,2963.0,2014,February
22969,"Jaipur, India",Platinum,Grocery,M,6955.0,2014,May
22970,"Chennai, India",Platinum,Entertainment,F,64087.0,2014,September
22971,"Chennai, India",Silver,Entertainment,M,29458.0,2015,March
22972,"Lucknow, India",Platinum,Fuel,M,96085.0,2014,June
22973,"Chennai, India",Silver,Fuel,M,115075.0,2014,February
22974,"Surat, India",Signature,Entertainment,M,235211.0,2015,February
22975,"Kanpur, India",Platinum,Bills,M,224127.0,2014,February
22976,"Jaipur, India",Platinum,Food,M,141239.0,2014,September
22977,"Chennai, India",Gold,Grocery,M,157149.0,2015,May
22978,"Kanpur, India",Platinum,Food,M,107613.0,2014,November
22979,"Surat, India",Platinum,Fuel,M,61750.0,2014,August
22980,"Hyderabad, India",Signature,Fuel,M,29044.0,2014,August
22981,"Chennai, India",Platinum,Grocery,M,67666.0,2014,December
22982,"Hyderabad, India",Silver,Grocery,M,277639.0,2015,March
22983,"Surat, India",Signature,Bills,M,9975.0,2014,July
22984,"Surat, India",Gold,Entertainment,M,178699.0,2013,October
22985,"Hyderabad, India",Platinum,Entertainment,M,159551.0,2013,December
22986,"Chennai, India",Gold,Grocery,M,52757.0,2014,December
22987,"Chennai, India",Signature,Grocery,F,252824.0,2014,June
22988,"Kanpur, India",Platinum,Entertainment,F,3119.0,2014,April
22989,"Kanpur, India",Platinum,Grocery,F,52449.0,2014,December
22990,"Lucknow, India",Gold,Grocery,M,282930.0,2015,April
22991,"Lucknow, India",Signature,Fuel,M,139338.0,2014,May
22992,"Kanpur, India",Signature,Food,M,114899.0,2014,June
22993,"Kanpur, India",Gold,Fuel,M,41289.0,2014,June
22994,"Jaipur, India",Platinum,Grocery,M,169868.0,2014,April
22995,"Chennai, India",Silver,Food,M,196905.0,2014,March
22996,"Surat, India",Platinum,Fuel,F,62440.0,2013,November
22997,"Surat, India",Signature,Bills,M,2892.0,2015,May
22998,"Chennai, India",Silver,Fuel,M,252881.0,2014,December
22999,"Kanpur, India",Signature,Fuel,M,41739.0,2013,November
23000,"Jaipur, India",Signature,Fuel,M,173832.0,2013,December
23001,"Kanpur, India",Platinum,Entertainment,M,274275.0,2014,May
23002,"Hyderabad, India",Silver,Food,M,152178.0,2013,November
23003,"Kolkata, India",Silver,Entertainment,M,214840.0,2015,April
23004,"Jaipur, India",Signature,Fuel,F,254074.0,2014,June
23005,"Kanpur, India",Platinum,Entertainment,F,64050.0,2014,July
23006,"Kolkata, India",Platinum,Grocery,F,274513.0,2014,January
23007,"Lucknow, India",Silver,Fuel,M,211441.0,2015,April
23008,"Hyderabad, India",Platinum,Food,M,71343.0,2015,April
23009,"Pune, India",Platinum,Food,M,57402.0,2014,March
23010,"Pune, India",Signature,Entertainment,M,190205.0,2014,April
23011,"Surat, India",Silver,Fuel,F,8855.0,2015,March
23012,"Lucknow, India",Gold,Fuel,F,166734.0,2014,December
23013,"Kolkata, India",Signature,Grocery,F,211653.0,2014,December
23014,"Chennai, India",Platinum,Bills,M,198558.0,2014,October
23015,"Chennai, India",Platinum,Bills,M,101196.0,2014,August
23016,"Chennai, India",Platinum,Bills,F,53682.0,2014,March
23017,"Jaipur, India",Platinum,Food,F,157284.0,2015,February
23018,"Surat, India",Gold,Entertainment,F,189447.0,2014,November
23019,"Pune, India",Signature,Grocery,F,35956.0,2014,July
23020,"Kolkata, India",Signature,Fuel,M,125857.0,2014,August
23021,"Surat, India",Signature,Entertainment,M,183190.0,2013,December
23022,"Surat, India",Platinum,Bills,M,208772.0,2014,December
23023,"Chennai, India",Gold,Entertainment,M,101631.0,2015,January
23024,"Hyderabad, India",Silver,Grocery,F,286571.0,2015,April
23025,"Hyderabad, India",Gold,Fuel,M,147329.0,2014,August
23026,"Kolkata, India",Signature,Food,F,232579.0,2013,December
23027,"Surat, India",Gold,Entertainment,M,81885.0,2014,October
23028,"Chennai, India",Silver,Entertainment,F,11829.0,2014,June
23029,"Kanpur, India",Silver,Food,M,186485.0,2014,September
23030,"Kolkata, India",Silver,Bills,M,211054.0,2013,November
23031,"Chennai, India",Silver,Bills,F,167089.0,2014,July
23032,"Jaipur, India",Silver,Entertainment,F,13269.0,2014,January
23033,"Pune, India",Silver,Grocery,M,230819.0,2014,September
23034,"Hyderabad, India",Gold,Fuel,M,264446.0,2014,May
23035,"Chennai, India",Silver,Entertainment,M,199934.0,2014,September
23036,"Pune, India",Platinum,Food,F,24606.0,2015,April
23037,"Chennai, India",Signature,Grocery,M,118553.0,2014,September
23038,"Hyderabad, India",Silver,Fuel,M,208718.0,2014,June
23039,"Kanpur, India",Signature,Entertainment,F,44804.0,2013,December
23040,"Surat, India",Gold,Food,F,203202.0,2013,October
23041,"Kolkata, India",Signature,Food,M,96045.0,2015,January
23042,"Hyderabad, India",Gold,Food,F,286575.0,2014,October
23043,"Kanpur, India",Silver,Grocery,M,84243.0,2015,April
23044,"Kolkata, India",Silver,Grocery,F,184678.0,2014,February
23045,"Kanpur, India",Gold,Fuel,M,8632.0,2014,June
23046,"Chennai, India",Platinum,Fuel,M,182245.0,2014,February
23047,"Kanpur, India",Silver,Food,M,289046.0,2014,February
23048,"Chennai, India",Signature,Grocery,M,197177.0,2014,July
23049,"Surat, India",Gold,Grocery,F,1613.0,2015,February
23050,"Surat, India",Gold,Bills,M,244499.0,2014,December
23051,"Hyderabad, India",Signature,Food,M,221057.0,2015,March
23052,"Surat, India",Signature,Fuel,F,120824.0,2013,December
23053,"Surat, India",Silver,Entertainment,F,204189.0,2015,March
23054,"Kanpur, India",Silver,Fuel,F,279545.0,2015,April
23055,"Jaipur, India",Platinum,Food,M,14445.0,2014,April
23056,"Hyderabad, India",Signature,Fuel,F,115849.0,2014,April
23057,"Hyderabad, India",Silver,Bills,F,152820.0,2014,October
23058,"Lucknow, India",Signature,Food,M,113969.0,2014,October
23059,"Hyderabad, India",Gold,Fuel,F,195362.0,2014,April
23060,"Kolkata, India",Gold,Grocery,F,188700.0,2015,April
23061,"Surat, India",Platinum,Bills,M,41983.0,2013,December
23062,"Pune, India",Silver,Fuel,M,56641.0,2015,April
23063,"Chennai, India",Platinum,Entertainment,F,59480.0,2013,October
23064,"Surat, India",Silver,Bills,F,235156.0,2015,March
23065,"Kolkata, India",Silver,Food,M,96067.0,2014,October
23066,"Lucknow, India",Gold,Fuel,M,259462.0,2015,March
23067,"Chennai, India",Signature,Grocery,F,18125.0,2015,February
23068,"Surat, India",Gold,Food,F,34941.0,2015,January
23069,"Jaipur, India",Signature,Food,F,166908.0,2014,March
23070,"Surat, India",Gold,Food,M,236336.0,2014,February
23071,"Kanpur, India",Signature,Bills,M,187970.0,2015,May
23072,"Pune, India",Signature,Fuel,F,296996.0,2014,December
23073,"Kanpur, India",Gold,Grocery,F,19147.0,2014,February
23074,"Kolkata, India",Platinum,Bills,M,267853.0,2015,April
23075,"Kolkata, India",Gold,Food,F,236150.0,2014,June
23076,"Kolkata, India",Signature,Bills,F,24764.0,2014,November
23077,"Kanpur, India",Silver,Grocery,F,172152.0,2014,April
23078,"Hyderabad, India",Gold,Food,M,230827.0,2014,July
23079,"Jaipur, India",Signature,Fuel,M,64065.0,2014,August
23080,"Hyderabad, India",Signature,Fuel,M,215321.0,2014,May
23081,"Jaipur, India",Signature,Grocery,M,90142.0,2014,August
23082,"Kanpur, India",Silver,Grocery,M,18255.0,2014,January
23083,"Kanpur, India",Signature,Grocery,F,214313.0,2014,January
23084,"Chennai, India",Platinum,Food,F,150194.0,2014,July
23085,"Pune, India",Signature,Grocery,M,72506.0,2015,April
23086,"Pune, India",Gold,Grocery,F,28953.0,2014,December
23087,"Hyderabad, India",Platinum,Grocery,M,165596.0,2014,April
23088,"Jaipur, India",Silver,Fuel,M,45190.0,2015,January
23089,"Lucknow, India",Gold,Food,M,22825.0,2015,May
23090,"Lucknow, India",Silver,Food,M,230439.0,2013,December
23091,"Lucknow, India",Gold,Entertainment,M,181719.0,2014,May
23092,"Chennai, India",Signature,Food,F,170521.0,2014,January
23093,"Hyderabad, India",Platinum,Bills,F,279258.0,2013,November
23094,"Jaipur, India",Platinum,Food,F,107445.0,2015,March
23095,"Lucknow, India",Signature,Food,F,61625.0,2014,July
23096,"Pune, India",Signature,Entertainment,F,279706.0,2013,December
23097,"Jaipur, India",Platinum,Food,F,81643.0,2013,December
23098,"Jaipur, India",Gold,Entertainment,F,290071.0,2014,August
23099,"Kolkata, India",Silver,Fuel,F,230565.0,2014,September
23100,"Kanpur, India",Silver,Entertainment,M,31054.0,2015,January
23101,"Surat, India",Signature,Food,M,160069.0,2014,September
23102,"Lucknow, India",Gold,Bills,F,254334.0,2013,November
23103,"Surat, India",Signature,Fuel,M,114810.0,2014,April
23104,"Kolkata, India",Silver,Bills,M,252803.0,2014,January
23105,"Chennai, India",Gold,Fuel,M,43413.0,2014,April
23106,"Jaipur, India",Silver,Grocery,M,260156.0,2014,June
23107,"Chennai, India",Signature,Food,M,207617.0,2015,March
23108,"Kanpur, India",Gold,Entertainment,F,181956.0,2014,July
23109,"Kolkata, India",Signature,Food,M,212232.0,2014,January
23110,"Lucknow, India",Gold,Entertainment,F,92732.0,2014,December
23111,"Pune, India",Platinum,Fuel,F,297834.0,2014,January
23112,"Jaipur, India",Signature,Entertainment,F,26438.0,2014,February
23113,"Hyderabad, India",Signature,Fuel,F,35072.0,2014,December
23114,"Pune, India",Platinum,Food,F,242658.0,2015,January
23115,"Surat, India",Gold,Grocery,M,128781.0,2015,January
23116,"Jaipur, India",Signature,Fuel,M,102892.0,2015,April
23117,"Jaipur, India",Signature,Food,M,16414.0,2014,March
23118,"Surat, India",Silver,Fuel,M,92725.0,2015,March
23119,"Surat, India",Platinum,Grocery,F,220816.0,2015,March
23120,"Hyderabad, India",Platinum,Entertainment,M,77055.0,2015,January
23121,"Jaipur, India",Silver,Grocery,F,129163.0,2014,August
23122,"Pune, India",Gold,Bills,M,258515.0,2015,May
23123,"Hyderabad, India",Gold,Fuel,F,284054.0,2014,April
23124,"Lucknow, India",Silver,Entertainment,F,159007.0,2014,September
23125,"Lucknow, India",Gold,Fuel,F,291929.0,2015,April
23126,"Kolkata, India",Silver,Fuel,M,153749.0,2014,August
23127,"Surat, India",Gold,Entertainment,M,79887.0,2014,May
23128,"Lucknow, India",Silver,Food,M,154317.0,2014,December
23129,"Kanpur, India",Platinum,Grocery,F,285278.0,2014,November
23130,"Kolkata, India",Signature,Food,M,169257.0,2015,May
23131,"Kolkata, India",Gold,Grocery,F,140468.0,2015,February
23132,"Pune, India",Signature,Food,M,164803.0,2015,March
23133,"Kanpur, India",Platinum,Food,F,139719.0,2014,July
23134,"Kolkata, India",Gold,Food,F,54570.0,2014,June
23135,"Kanpur, India",Silver,Entertainment,F,294698.0,2014,November
23136,"Surat, India",Gold,Bills,F,24746.0,2013,October
23137,"Kolkata, India",Platinum,Food,M,7867.0,2015,May
23138,"Hyderabad, India",Signature,Food,F,217058.0,2014,May
23139,"Surat, India",Silver,Grocery,M,41966.0,2015,May
23140,"Jaipur, India",Signature,Bills,F,67251.0,2015,May
23141,"Lucknow, India",Platinum,Bills,F,73999.0,2014,April
23142,"Kanpur, India",Signature,Food,F,154196.0,2013,November
23143,"Kolkata, India",Signature,Entertainment,M,70012.0,2014,December
23144,"Lucknow, India",Silver,Food,F,38151.0,2015,January
23145,"Lucknow, India",Gold,Grocery,F,16182.0,2014,November
23146,"Lucknow, India",Signature,Food,F,92828.0,2014,May
23147,"Surat, India",Signature,Entertainment,M,219357.0,2015,March
23148,"Pune, India",Silver,Bills,M,191905.0,2015,February
23149,"Kanpur, India",Platinum,Bills,M,238542.0,2014,January
23150,"Jaipur, India",Signature,Food,F,12567.0,2015,April
23151,"Hyderabad, India",Gold,Bills,F,184782.0,2015,March
23152,"Surat, India",Gold,Grocery,M,45977.0,2014,November
23153,"Pune, India",Silver,Food,F,219566.0,2014,April
23154,"Kolkata, India",Silver,Food,F,3141.0,2014,January
23155,"Hyderabad, India",Signature,Entertainment,F,172933.0,2014,October
23156,"Jaipur, India",Platinum,Bills,M,98141.0,2014,October
23157,"Kanpur, India",Signature,Entertainment,M,198844.0,2014,November
23158,"Chennai, India",Signature,Food,F,43430.0,2014,August
23159,"Chennai, India",Gold,Entertainment,M,130095.0,2015,January
23160,"Chennai, India",Signature,Grocery,F,297595.0,2015,May
23161,"Jaipur, India",Silver,Grocery,F,40460.0,2015,March
23162,"Kolkata, India",Silver,Fuel,F,187065.0,2015,February
23163,"Pune, India",Gold,Food,M,1171.0,2014,February
23164,"Surat, India",Gold,Food,F,276850.0,2013,October
23165,"Lucknow, India",Signature,Food,F,132069.0,2014,August
23166,"Hyderabad, India",Silver,Entertainment,M,206087.0,2014,May
23167,"Lucknow, India",Gold,Food,M,157035.0,2015,May
23168,"Lucknow, India",Platinum,Food,M,9999.0,2013,November
23169,"Jaipur, India",Silver,Bills,F,62312.0,2015,February
23170,"Chennai, India",Signature,Food,M,100050.0,2014,May
23171,"Lucknow, India",Gold,Food,F,139770.0,2014,March
23172,"Lucknow, India",Signature,Grocery,M,41911.0,2015,February
23173,"Surat, India",Gold,Grocery,F,299531.0,2014,August
23174,"Pune, India",Silver,Fuel,M,132554.0,2014,January
23175,"Pune, India",Silver,Grocery,F,238861.0,2015,February
23176,"Kanpur, India",Platinum,Grocery,F,185672.0,2014,October
23177,"Jaipur, India",Platinum,Entertainment,F,98421.0,2014,December
23178,"Lucknow, India",Platinum,Food,M,9418.0,2014,December
23179,"Lucknow, India",Gold,Entertainment,M,96112.0,2015,January
23180,"Surat, India",Gold,Fuel,F,240814.0,2014,January
23181,"Chennai, India",Platinum,Fuel,M,159945.0,2014,November
23182,"Kanpur, India",Gold,Entertainment,F,69011.0,2014,October
23183,"Lucknow, India",Platinum,Grocery,M,211788.0,2014,January
23184,"Surat, India",Gold,Fuel,F,181884.0,2014,July
23185,"Chennai, India",Gold,Bills,M,215836.0,2015,May
23186,"Kolkata, India",Signature,Bills,M,206765.0,2014,January
23187,"Kolkata, India",Platinum,Food,F,2258.0,2015,February
23188,"Kanpur, India",Silver,Grocery,F,265733.0,2014,June
23189,"Hyderabad, India",Gold,Fuel,M,14045.0,2014,January
23190,"Surat, India",Signature,Fuel,F,96522.0,2014,September
23191,"Chennai, India",Silver,Bills,M,121486.0,2014,May
23192,"Hyderabad, India",Gold,Bills,F,186329.0,2015,January
23193,"Hyderabad, India",Signature,Fuel,F,118588.0,2013,October
23194,"Chennai, India",Silver,Food,F,234595.0,2014,April
23195,"Kanpur, India",Signature,Grocery,F,154610.0,2015,March
23196,"Kolkata, India",Signature,Entertainment,F,228963.0,2013,November
23197,"Lucknow, India",Signature,Fuel,M,52278.0,2015,May
23198,"Jaipur, India",Gold,Fuel,M,227339.0,2015,February
23199,"Kanpur, India",Signature,Grocery,M,261592.0,2014,October
23200,"Pune, India",Silver,Entertainment,F,79161.0,2014,May
23201,"Kanpur, India",Platinum,Entertainment,M,214470.0,2014,November
23202,"Chennai, India",Signature,Food,F,207859.0,2015,March
23203,"Surat, India",Platinum,Food,F,296069.0,2013,October
23204,"Lucknow, India",Signature,Grocery,M,113207.0,2014,May
23205,"Jaipur, India",Platinum,Fuel,F,146552.0,2014,April
23206,"Lucknow, India",Platinum,Entertainment,M,4228.0,2015,February
23207,"Hyderabad, India",Gold,Bills,F,258471.0,2014,October
23208,"Chennai, India",Silver,Fuel,F,175734.0,2013,December
23209,"Chennai, India",Silver,Entertainment,F,95108.0,2014,August
23210,"Pune, India",Silver,Entertainment,F,127827.0,2014,December
23211,"Pune, India",Signature,Food,M,85452.0,2015,May
23212,"Hyderabad, India",Platinum,Grocery,M,255203.0,2014,April
23213,"Lucknow, India",Platinum,Fuel,F,189223.0,2013,October
23214,"Jaipur, India",Signature,Fuel,F,284709.0,2015,March
23215,"Lucknow, India",Gold,Entertainment,M,294974.0,2014,September
23216,"Surat, India",Platinum,Food,F,295474.0,2014,February
23217,"Jaipur, India",Platinum,Food,F,41765.0,2013,December
23218,"Kolkata, India",Platinum,Grocery,M,64594.0,2015,March
23219,"Kolkata, India",Gold,Food,M,165825.0,2014,September
23220,"Surat, India",Silver,Food,M,242542.0,2015,May
23221,"Jaipur, India",Platinum,Entertainment,F,114287.0,2014,October
23222,"Lucknow, India",Signature,Fuel,M,236214.0,2014,March
23223,"Surat, India",Gold,Grocery,F,168568.0,2014,June
23224,"Chennai, India",Signature,Fuel,F,116623.0,2014,April
23225,"Hyderabad, India",Platinum,Food,F,284334.0,2015,January
23226,"Pune, India",Platinum,Fuel,M,129212.0,2015,May
23227,"Kolkata, India",Silver,Fuel,M,245382.0,2014,June
23228,"Kanpur, India",Silver,Bills,M,209160.0,2015,January
23229,"Hyderabad, India",Gold,Food,M,110081.0,2014,February
23230,"Kolkata, India",Gold,Bills,M,173656.0,2014,January
23231,"Chennai, India",Platinum,Grocery,F,18744.0,2014,November
23232,"Hyderabad, India",Platinum,Food,M,184514.0,2015,April
23233,"Hyderabad, India",Signature,Food,F,224839.0,2014,April
23234,"Chennai, India",Platinum,Food,F,109870.0,2013,December
23235,"Hyderabad, India",Gold,Food,M,207867.0,2014,May
23236,"Lucknow, India",Platinum,Entertainment,F,256186.0,2014,September
23237,"Kolkata, India",Silver,Bills,F,170435.0,2015,April
23238,"Lucknow, India",Signature,Food,M,149671.0,2014,January
23239,"Chennai, India",Gold,Bills,M,190039.0,2014,January
23240,"Kanpur, India",Signature,Grocery,F,200131.0,2014,April
23241,"Hyderabad, India",Signature,Bills,F,260910.0,2014,March
23242,"Pune, India",Signature,Grocery,M,37866.0,2013,November
23243,"Jaipur, India",Signature,Grocery,M,273069.0,2014,February
23244,"Surat, India",Silver,Grocery,M,220953.0,2014,July
23245,"Kanpur, India",Signature,Fuel,F,56739.0,2013,October
23246,"Hyderabad, India",Signature,Bills,F,270488.0,2014,January
23247,"Jaipur, India",Platinum,Bills,M,247417.0,2014,October
23248,"Chennai, India",Signature,Grocery,M,264490.0,2014,April
23249,"Surat, India",Gold,Fuel,F,268605.0,2014,December
23250,"Surat, India",Gold,Entertainment,F,179672.0,2014,May
23251,"Jaipur, India",Silver,Grocery,F,243741.0,2015,January
23252,"Kanpur, India",Gold,Bills,M,19975.0,2014,May
23253,"Pune, India",Silver,Grocery,F,221942.0,2013,October
23254,"Lucknow, India",Gold,Food,F,210516.0,2014,December
23255,"Pune, India",Signature,Entertainment,M,192659.0,2015,January
23256,"Surat, India",Gold,Entertainment,F,176747.0,2013,November
23257,"Lucknow, India",Platinum,Bills,M,151577.0,2014,January
23258,"Chennai, India",Signature,Food,F,272960.0,2015,January
23259,"Pune, India",Silver,Fuel,F,297115.0,2014,February
23260,"Hyderabad, India",Gold,Bills,M,145003.0,2015,April
23261,"Pune, India",Signature,Fuel,F,9272.0,2014,May
23262,"Kolkata, India",Gold,Grocery,M,99714.0,2015,March
23263,"Kolkata, India",Silver,Food,M,205400.0,2015,April
23264,"Surat, India",Platinum,Entertainment,F,195226.0,2014,September
23265,"Lucknow, India",Gold,Fuel,M,284432.0,2013,November
23266,"Jaipur, India",Signature,Bills,M,225874.0,2014,June
23267,"Pune, India",Signature,Grocery,M,120201.0,2014,October
23268,"Jaipur, India",Gold,Food,M,212737.0,2014,August
23269,"Kolkata, India",Silver,Bills,F,250362.0,2015,May
23270,"Pune, India",Signature,Entertainment,F,164382.0,2014,September
23271,"Jaipur, India",Silver,Grocery,F,265844.0,2014,April
23272,"Kanpur, India",Platinum,Fuel,M,233762.0,2013,December
23273,"Hyderabad, India",Platinum,Entertainment,M,34019.0,2014,March
23274,"Hyderabad, India",Platinum,Entertainment,F,32417.0,2013,December
23275,"Hyderabad, India",Silver,Bills,F,244456.0,2014,September
23276,"Lucknow, India",Gold,Food,M,171521.0,2014,September
23277,"Kolkata, India",Signature,Bills,F,95179.0,2014,September
23278,"Surat, India",Gold,Grocery,F,162171.0,2014,November
23279,"Hyderabad, India",Platinum,Entertainment,F,254455.0,2014,December
23280,"Jaipur, India",Platinum,Grocery,M,79719.0,2014,October
23281,"Jaipur, India",Gold,Grocery,M,74267.0,2014,June
23282,"Kanpur, India",Signature,Fuel,F,204328.0,2015,February
23283,"Jaipur, India",Silver,Entertainment,F,249489.0,2014,October
23284,"Pune, India",Platinum,Fuel,F,244768.0,2015,February
23285,"Pune, India",Gold,Food,M,240997.0,2015,February
23286,"Surat, India",Silver,Food,M,16101.0,2014,July
23287,"Lucknow, India",Signature,Food,F,51966.0,2015,January
23288,"Hyderabad, India",Platinum,Bills,F,97701.0,2014,December
23289,"Kanpur, India",Platinum,Food,M,48627.0,2014,June
23290,"Lucknow, India",Silver,Grocery,F,217143.0,2014,February
23291,"Jaipur, India",Gold,Grocery,M,219161.0,2015,May
23292,"Chennai, India",Signature,Entertainment,M,155702.0,2014,November
23293,"Kolkata, India",Gold,Bills,M,2625.0,2014,December
23294,"Lucknow, India",Platinum,Bills,M,47516.0,2014,April
23295,"Jaipur, India",Gold,Bills,M,202520.0,2014,April
23296,"Jaipur, India",Gold,Bills,M,171529.0,2013,October
23297,"Hyderabad, India",Platinum,Entertainment,F,78479.0,2014,August
23298,"Lucknow, India",Platinum,Grocery,F,259846.0,2014,February
23299,"Surat, India",Gold,Fuel,M,174809.0,2014,June
23300,"Kanpur, India",Signature,Fuel,M,85902.0,2014,February
23301,"Jaipur, India",Signature,Bills,F,64130.0,2015,April
23302,"Kolkata, India",Silver,Food,M,299837.0,2014,November
23303,"Hyderabad, India",Silver,Grocery,F,216577.0,2013,December
23304,"Kolkata, India",Platinum,Grocery,M,218174.0,2013,October
23305,"Pune, India",Signature,Food,M,97482.0,2014,January
23306,"Kolkata, India",Platinum,Food,M,7204.0,2014,December
23307,"Jaipur, India",Silver,Entertainment,F,233345.0,2014,March
23308,"Kanpur, India",Platinum,Food,M,107766.0,2014,May
23309,"Kolkata, India",Signature,Fuel,F,77405.0,2015,April
23310,"Hyderabad, India",Platinum,Food,M,43746.0,2014,February
23311,"Lucknow, India",Signature,Fuel,F,6429.0,2013,October
23312,"Surat, India",Silver,Entertainment,M,14243.0,2014,January
23313,"Kolkata, India",Signature,Fuel,M,192594.0,2014,October
23314,"Kanpur, India",Silver,Grocery,F,86580.0,2013,December
23315,"Jaipur, India",Silver,Food,F,245652.0,2013,December
23316,"Chennai, India",Silver,Bills,M,103066.0,2014,January
23317,"Pune, India",Signature,Grocery,M,163056.0,2014,March
23318,"Jaipur, India",Gold,Food,M,35565.0,2015,May
23319,"Kanpur, India",Gold,Food,F,200891.0,2013,November
23320,"Chennai, India",Platinum,Fuel,M,280510.0,2014,September
23321,"Lucknow, India",Silver,Food,F,213492.0,2015,January
23322,"Kanpur, India",Platinum,Grocery,M,175476.0,2014,October
23323,"Kolkata, India",Silver,Fuel,M,243412.0,2014,December
23324,"Hyderabad, India",Silver,Fuel,F,115382.0,2015,April
23325,"Kolkata, India",Gold,Entertainment,M,216882.0,2015,April
23326,"Kanpur, India",Platinum,Food,F,298029.0,2014,June
23327,"Kolkata, India",Silver,Fuel,M,102393.0,2014,August
23328,"Kanpur, India",Gold,Grocery,F,297737.0,2014,May
23329,"Kolkata, India",Signature,Food,M,164495.0,2014,November
23330,"Kolkata, India",Platinum,Food,F,240214.0,2015,April
23331,"Chennai, India",Silver,Bills,M,60212.0,2014,March
23332,"Lucknow, India",Signature,Bills,F,139696.0,2014,January
23333,"Lucknow, India",Silver,Grocery,M,271721.0,2013,November
23334,"Surat, India",Gold,Fuel,F,250810.0,2014,November
23335,"Lucknow, India",Silver,Entertainment,F,262968.0,2015,May
23336,"Jaipur, India",Platinum,Food,F,59976.0,2014,May
23337,"Hyderabad, India",Silver,Food,M,174704.0,2013,October
23338,"Surat, India",Silver,Grocery,F,169525.0,2014,August
23339,"Lucknow, India",Platinum,Entertainment,M,249655.0,2014,March
23340,"Surat, India",Gold,Fuel,F,84114.0,2014,April
23341,"Jaipur, India",Gold,Entertainment,M,257131.0,2014,June
23342,"Lucknow, India",Silver,Bills,F,282523.0,2015,April
23343,"Kolkata, India",Gold,Food,M,229748.0,2015,April
23344,"Chennai, India",Gold,Food,F,273914.0,2015,January
23345,"Chennai, India",Gold,Bills,F,42336.0,2013,November
23346,"Pune, India",Signature,Food,M,27671.0,2014,January
23347,"Lucknow, India",Signature,Grocery,M,25239.0,2013,December
23348,"Chennai, India",Silver,Entertainment,M,55751.0,2014,November
23349,"Lucknow, India",Signature,Fuel,F,38184.0,2014,June
23350,"Jaipur, India",Silver,Entertainment,M,102839.0,2014,December
23351,"Hyderabad, India",Silver,Entertainment,F,12496.0,2015,April
23352,"Hyderabad, India",Silver,Grocery,F,95824.0,2013,November
23353,"Jaipur, India",Gold,Grocery,F,26049.0,2015,January
23354,"Surat, India",Platinum,Fuel,F,120485.0,2014,March
23355,"Chennai, India",Signature,Fuel,M,182959.0,2013,November
23356,"Pune, India",Silver,Bills,F,290818.0,2013,October
23357,"Jaipur, India",Platinum,Entertainment,M,112176.0,2014,June
23358,"Kolkata, India",Gold,Entertainment,M,189992.0,2014,December
23359,"Hyderabad, India",Gold,Food,F,154126.0,2014,December
23360,"Kanpur, India",Platinum,Grocery,M,186789.0,2014,July
23361,"Hyderabad, India",Gold,Food,F,245908.0,2014,September
23362,"Chennai, India",Signature,Food,M,166122.0,2015,May
23363,"Pune, India",Signature,Entertainment,M,254079.0,2014,April
23364,"Chennai, India",Silver,Bills,F,2179.0,2013,October
23365,"Hyderabad, India",Platinum,Food,F,296633.0,2014,October
23366,"Chennai, India",Gold,Grocery,M,43778.0,2014,June
23367,"Kanpur, India",Signature,Food,F,226208.0,2013,October
23368,"Jaipur, India",Signature,Fuel,M,52209.0,2015,February
23369,"Lucknow, India",Platinum,Grocery,M,213969.0,2013,December
23370,"Kolkata, India",Silver,Entertainment,M,111289.0,2013,November
23371,"Hyderabad, India",Signature,Food,M,137179.0,2014,September
23372,"Chennai, India",Signature,Entertainment,M,213902.0,2014,October
23373,"Kolkata, India",Platinum,Grocery,F,71254.0,2014,August
23374,"Surat, India",Gold,Entertainment,M,176350.0,2014,July
23375,"Jaipur, India",Signature,Grocery,F,198724.0,2014,June
23376,"Surat, India",Platinum,Fuel,M,50202.0,2014,November
23377,"Pune, India",Platinum,Bills,M,24315.0,2014,August
23378,"Lucknow, India",Signature,Entertainment,M,215196.0,2014,January
23379,"Lucknow, India",Platinum,Grocery,M,237882.0,2015,March
23380,"Pune, India",Silver,Grocery,M,236154.0,2014,May
23381,"Pune, India",Gold,Fuel,M,59871.0,2014,March
23382,"Lucknow, India",Signature,Bills,M,60466.0,2014,May
23383,"Pune, India",Signature,Grocery,M,203424.0,2014,August
23384,"Pune, India",Platinum,Bills,M,178342.0,2014,May
